微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K74nPDWfK,"转发理由:期待！#肖战参演如梦之梦# //@你该美丽中带着刺:《如梦之梦》巡演特意选择武汉首站开跑，向英雄的城市、英雄的人民致敬，祝演出顺利  
原始用户: 新华视点
转发内容: 【#如梦之梦武汉公益场#致敬英雄城市，邀武汉抗疫工作者免费看！】赖声川导演的保利·央华舞台剧#如梦之梦#将于4月22日开启新一轮全国巡演。该剧长达８小时，打破了传统的观演关系，观众坐在中间欣赏四面舞台表演。在武汉市文化和旅游局指导下，首场武汉公益演出邀请武汉市参加抗击新冠肺炎疫情的工作人员代表免费观看。（记者白瀛）　　　　　　　　         [组图共4张]      原图                     ",,无,"http://ww4.sinaimg.cn/large/001R0E0aly1goqdke6qirj60u016i1ky02.jpg,http://ww3.sinaimg.cn/large/001R0E0aly1goqdkeph1ij60u0119tbp02.jpg,http://ww3.sinaimg.cn/large/001R0E0aly1goqdkf2nidj60zk0ocq6s02.jpg,http://ww2.sinaimg.cn/large/001R0E0aly1goqdkf7qjtj60zk0o3mzn02.jpg",False,无,无,2021-03-20 15:50,无,23,141,7
K74fxd2Cd,"转发理由://@唯愿长顺长安:#肖战# #肖战顾魏#  
原始用户: 手捧星光送你
转发内容: #肖战# xz#肖战顾魏# “永远把自己放到最低，但是努力地去做好每一件事情。学会向生活妥协，但也要坚守自己的底线。”肖战粉丝支持肖战代言肖战代言开小灶@X玖少年团肖战DAYTOY#fanstube# 手捧星光送你的微博视频   ",,无,无,False,无,无,2021-03-20 15:30,无,19,160,10
K74fvqyrT,"转发理由://@我妻草灯不是灯草:加热#肖战#  
原始用户: 惊鸿遗梦录
转发内容: #肖战# /#肖战正能量艺人# 是春风都善待的少年，也是矜贵的公子，人间有肖战，值得。微博之夜的King太令人心动了@X玖少年团肖战DAYTOY  思肖觅战的微博视频   ",,无,无,False,无,无,2021-03-20 15:30,无,30,98,2
K749b498f,"转发理由:压黑  
原始用户: 手捧星光送你
转发内容: 千转，压黑！！！http://t.cn/A6tdRgO3  原图 ",,无,http://wx2.sinaimg.cn/large/b51c2364ly1goqdppu4amj20u30u077k.jpg,False,无,无,2021-03-20 15:14,无,8,20,0
K7497eGbj,"转发理由://@菠萝菠萝快来碗里:压黑  
原始用户: 秃噜皮皮酱
转发内容: #肖战# xz#肖战正能量艺人# 外表文文静静，内心就跟这座城市一样刚烈，不服输“为什么喜欢重庆？”“因为我爱的男孩在那里长大”❤肖战我喜欢你 xz @X玖少年团肖战DAYTOY 秃噜皮皮酱的微博视频  ",,无,无,False,无,无,2021-03-20 15:14,无,14,173,6
K745SjGbr,听到最多的一句话是，粉丝请尽快提升逼格，不然跟不上他的脚步。🚬  原图 ,,http://wx2.sinaimg.cn/large/006IJc3Dly1goqdwdikalj30ci06kjrm.jpg,无,True,无,无,2021-03-20 15:06,无,434,26,30
K73UZ2iTn,"转发理由://@手捧星光送你:见转2个1005，助力百万//@手捧星光送你:致敬英雄城市，共享美好生活！//@X玖少年团肖战DAYTOY:“致敬英雄城市，共享美好生活， #如梦之梦武汉公益场# 见！”  
原始用户: 央华戏剧
转发内容: #如梦之梦武汉公益场# 致敬英雄城市，共享美好生活；4月22日，保利·央华舞台剧《如梦之梦》武汉公益专场演出正式官宣！“共建明天，神州九城”央华版#如梦之梦#九周年市场演出行动演员阵容及巡演城市公布！  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/69560eb1ly1gopchinwebj20u016i1ky.jpg,http://ww1.sinaimg.cn/large/69560eb1ly1gopch8zjzjj20u04w6hdt.jpg",False,无,无,2021-03-20 14:39,无,10,324,8
K73jFpv6x,"转发理由://@无敌小豆崽:来了//@-妖妖妖吗-:差好多 来卷卷//@X玖少年团肖战DAYTOY:“致敬英雄城市，共享美好生活， #如梦之梦武汉公益场# 见！”  
原始用户: 央华戏剧
转发内容: #如梦之梦武汉公益场# 致敬英雄城市，共享美好生活；4月22日，保利·央华舞台剧《如梦之梦》武汉公益专场演出正式官宣！“共建明天，神州九城”央华版#如梦之梦#九周年市场演出行动演员阵容及巡演城市公布！  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/69560eb1ly1gopchinwebj20u016i1ky.jpg,http://ww1.sinaimg.cn/large/69560eb1ly1gopch8zjzjj20u04w6hdt.jpg",False,无,无,2021-03-20 13:07,无,10,236,9
K734mwCGD,感慨万千🚬#肖战参演如梦之梦#  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006IJc3Dly1goq9cvoccej31400u0akh.jpg,http://ww2.sinaimg.cn/large/006IJc3Dly1goq9cvyf5nj30n013rn1s.jpg",无,True,无,无,2021-03-20 12:29,无,488,66,27
K7331ea6g,友友们 是不是很多人不知道他发抖了！！赞太少了！！！扫码进扫码进扫码进扫码进！#肖战余生请多指教# xz#肖战顾魏#  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/006IJc3Dly1goqd35xmjhj30ku112tbo.jpg,http://ww1.sinaimg.cn/large/006IJc3Dly1goqd22sumpj30n00ven18.jpg",无,True,无,无,2021-03-20 12:26,无,465,407,117
K72Xv4xxi,"转发理由:绝绝子#肖战参演如梦之梦# //@烟染暮雪://@Sean家Sweet:#肖战的故事感# 如梦之梦这名字真贴切//@弥漫肖烟:我想看到全部故事！！！！  
原始用户: _今天也要吐泡泡呀
转发内容: 一个简短的如梦之梦的氛围感拉郎……“趁熄灭前还可一见”三千年前，在那个梦里有人说了一个故事... _今天也要吐泡泡呀的微博视频  ",,无,无,False,无,无,2021-03-20 12:12,无,22,40,1
K72ULrCH6,"转发理由:妈耶  
原始用户: Libra·Aries
转发内容: 「难重逢 沉醉痴人梦」 Libra·Aries的微博视频  ",,无,无,False,无,无,2021-03-20 12:06,无,25,38,2
K72Hdlwz5,"转发理由:#肖战顾魏# //@Rabbit日日炸号:#肖战参演如梦之梦# 丨#肖战顾魏#  
原始用户: 拔萝卜虾虾团
转发内容: #肖战#  #肖战余生请多指教# 【肖战】「我祈祷拥有一颗透明的心灵    和会流泪的眼睛    给我再去相信的勇气    越过谎言去拥抱你」                             ——肖战《夜空中最亮的星》 @X玖少年团肖战DAYTOY 央视频的微博视频  ",,无,无,False,无,无,2021-03-20 11:32,无,12,69,8
K72GW9YS6,"转发理由:【肖战如梦之梦 肖战好帅 肖战正能量 肖战粉丝】，我投给了“#肖战顾魏# xz#肖战余生请多指教# ”这个选项，你也快来表态吧~  
原始用户: 一菜二白
转发内容: 大名净化 & 红Fen+1@X玖少年团肖战DAYTOY #肖战# xz#肖战顾魏# 肖战如梦之梦 肖战好帅 肖战正能量 肖战粉丝  ",,无,无,False,无,无,2021-03-20 11:32,无,2,11,0
K72GJeh12,"转发理由:【#我喜欢肖战# @X玖少年团肖战DAYTOY 】，我投给了“#肖战余生请多指教# #肖战顾魏# ”这个选项，你也快来表态吧~  
原始用户: 你该美丽中带着刺
转发内容: 我喜欢肖战 期待肖战影视作品 #我喜欢肖战# @X玖少年团肖战DAYTOY   ",,无,无,False,无,无,2021-03-20 11:31,无,3,8,0
K72BQiaDP,"转发理由:热#肖战余生请多指教# xz#肖战顾魏#  
原始用户: 1005号虾虾能量客栈
转发内容: #肖战# xz#肖战参演如梦之梦# 期待舞台剧《如梦之梦》，看见自己，走进五号，直面舞台每一面人生。与肖战@X玖少年团肖战DAYTOY 一起致敬武汉精神，拥抱城市美好。一起来看http://t.cn/A6trQm2ehttp://t.cn/A6trQ1J6X玖少年团肖战DAYTOY的微博视频  ",,无,无,False,无,无,2021-03-20 11:19,无,13,160,14
K72AE87X5,"转发理由:加热#肖战余生请多指教# xz#肖战顾魏#  
原始用户: 一菜二白
转发内容: #肖战# xz#肖战顾魏# 声控福利~肖战的声音真的好正！这个现场版的视频我可以看亿遍#肖战参演如梦之梦# 视频cr.他会有更广阔的天地的微博视频   ",,无,无,False,无,无,2021-03-20 11:16,无,31,219,9
K72Aw8jO4,"转发理由:加热#肖战顾魏# xz#肖战余生请多指教#  
原始用户: 呆桃燚
转发内容: #肖战# “只给你最好看的风景，只给你我最大的偏心。”   我的男孩，我想让别人，我想让他们，羡慕你。 #肖战顾魏#  我喜欢 肖战 cr. logo  [组图共9张] 原图 ",,无,"http://ww4.sinaimg.cn/large/6a4976eely1goq73ffcw8j20n00uxafo.jpg,http://ww3.sinaimg.cn/large/6a4976eely1goq73frgtqj20qm0l4783.jpg,http://ww1.sinaimg.cn/large/6a4976eely1goq73rnrhoj20n00wyq9y.jpg,http://ww4.sinaimg.cn/large/6a4976eely1goq7442lspg20ng0dbe85.gif,http://ww1.sinaimg.cn/large/6a4976eely1goq73s1cz6j217f0qnn65.jpg,http://ww2.sinaimg.cn/large/6a4976eely1goq73sdogsj218z0thwmk.jpg,http://ww2.sinaimg.cn/large/6a4976eely1goq73sw7vcj20u018tdmm.jpg,http://ww4.sinaimg.cn/large/6a4976eely1goq73tc7euj20u018jjw5.jpg,http://ww4.sinaimg.cn/large/6a4976eely1goq73f6qovj20u018pgs1.jpg",False,无,无,2021-03-20 11:16,无,10,156,15
K72yu06EW,"转发理由:加热#肖战余生请多指教# xz#肖战顾魏#  
原始用户: 一菜二白
转发内容: #肖战# xz#肖战顾魏# 来品品肖战的眼睫毛吧，是睫毛精本精了眼睛就像是一颗北斗星拖着长长的尾巴#肖战余生请多指教# @X玖少年团肖战DAYTOY  [组图共18张] 原图 ",,无,"http://ww3.sinaimg.cn/large/006Bu4AOly1goq49cb5cqj30qo19owkf.jpg,http://ww2.sinaimg.cn/large/006Bu4AOly1goq49d0x8qj31421o0kjl.jpg,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49dbn65j30j60srq6p.jpg,http://ww4.sinaimg.cn/large/006Bu4AOly1goq49dzaikj30qo1ae76u.jpg,http://ww2.sinaimg.cn/large/006Bu4AOly1goq49fk7h9g30es0qa1l0.gif,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49j6s1uj30qo13zgph.jpg,http://ww2.sinaimg.cn/large/006Bu4AOly1goq49elozlj30yi1pc4qp.jpg,http://ww1.sinaimg.cn/large/006Bu4AOly1goq49g4kunj31e0230x6p.jpg,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49hgfegj31mp2xlkjp.jpg,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49ie5xlj31jk2bakjl.jpg,http://ww1.sinaimg.cn/large/006Bu4AOly1goq49iu94yj310s1newy8.jpg,http://ww4.sinaimg.cn/large/006Bu4AOly1goq49jlleqj31401o01kx.jpg,http://ww1.sinaimg.cn/large/006Bu4AOly1goq49ebiusj30ig0wrdo0.jpg,http://ww1.sinaimg.cn/large/006Bu4AOly1goq49dptk5j30qo18rwmo.jpg,http://ww1.sinaimg.cn/large/006Bu4AOly1goq49k6taij31pj1pjhdt.jpg,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49kk6xxj30j80ahjsc.jpg,http://ww3.sinaimg.cn/large/006Bu4AOly1goq49kqrejj30co0mi0to.jpg,http://ww2.sinaimg.cn/large/006Bu4AOly1goq49l1cpyj30qo16t0wt.jpg",False,无,无,2021-03-20 11:11,无,13,61,4
K72ynx8CL,"转发理由:加热#肖战余生请多指教# xz#肖战顾魏#  
原始用户: 颜究所bot
转发内容: #肖战# xz#肖战正能量艺人# 我祈祷拥有一颗透明的心灵和会流泪的眼睛给我再去相信的勇气 越过谎言去拥抱你肖战我喜欢你自己为自己唱bgm的男人，唱得我嗷嗷大哭。肖战粉丝支持肖战代言@X玖少年团肖战DAYTOY Tempo30的微博视频   ",,无,无,False,无,无,2021-03-20 11:11,无,24,403,38
K72yafqWb,"转发理由:加热#肖战余生请多指教# xz#肖战顾魏#  
原始用户: 秃噜皮皮酱
转发内容: #肖战# xz#肖战正能量艺人# 来听听肖战竖屏直拍版余年~余年真的太好听了，百听不厌！余年有你，年年有余。 与你并肩，不负余年！#提名你的私藏爱豆舞台#@X玖少年团肖战DAYTOY 秃噜皮皮酱的微博视频  ",,无,无,False,无,无,2021-03-20 11:10,无,20,147,16
K72pTxsg8,"转发理由:#肖战为你开小灶# //@1005号虾虾能量客栈:#肖战为你开小灶# 正是一年春好处，莫负人间好时光。今日春分，和 @X玖少年团肖战DAYTOY 一起来拥抱春天的美好#肖战[超话]#  
原始用户: 开小灶官方微博
转发内容: 未觉门外 #春分# 至，忽见百花一树开。 有着特殊清香的花卉，用来做菜也是难得的美味啊~不如这个春天就和小赞一起吃着桃花粥，喝着樱花茶，捧着开小灶，做个小「花吃」怎么样呀  #肖战为你开小灶#  原图 ",,无,http://wx1.sinaimg.cn/large/007bFwahly1gop1aacsr1j30u00u0b29.jpg,False,无,无,2021-03-20 10:50,无,18,66,6
K6YPYcM5K,这是刚入坑不久的我🚬  原图 ,,http://wx3.sinaimg.cn/large/006IJc3Dly1gopqozjbslj30mz0vktni.jpg,无,True,无,无,2021-03-20 01:43,无,468,6,64
K6YNUkgLP,"转发理由://@你该美丽中带着刺:还是bg核武北堂墨染的生日  
原始用户: 春日樱花集
转发内容: 看到有人说20180425 战羡长街喝酒路透出圈20200425 肖战新歌光点发布20210425 肖战参演如梦之梦演员肖战歌手肖战 值得很多人喜欢 未来可期  ",,无,无,False,无,无,2021-03-20 01:38,无,48,23,1
K6YmKz7bv,"转发理由:哥哥好棒哦，我都不知道说啥来夸你了，感觉啥词都配不上你。#肖战参演如梦之梦#  
原始用户: X玖少年团肖战DAYTOY
转发内容: #如梦之梦九周年#，看见自己，肖战，走进五号。@央华戏剧 X玖少年团肖战DAYTOY的微博视频  ",,无,无,False,无,无,2021-03-20 00:31,无,59,38,2
K6YitfgTD,"转发理由:俺也一样  
原始用户: 我弟名叫莱因哈特
转发内容: 归根到底，我这种以前眼睛长在头顶上的（并非夸奖）会来内鱼，还是因为肖战太好啊。……和你内鱼有半毛钱破关系。  ",,无,无,False,无,无,2021-03-20 00:20,无,146,46,24
K6Y6W8M8F,"转发理由:我来了！  
原始用户: 中信出版集团
转发内容: #如梦之梦九周年##如梦之梦武汉公益场##肖战加盟如梦之梦##如梦之梦##如梦之梦演员阵容#看见自己，期待@X玖少年团肖战DAYTOY 饰演的五号病人。五号病人故事原貌未删减版本领先出版！见肖战前一定要读！最值得入手的《如梦之梦》剧本版！颠覆传统戏剧经验的史诗级作品，戏剧文学代表之作，赖声川亲自审定。复古节目单设计，可360度翻折，还原“剧场看戏”的沉浸感。 书封是上世纪二三十年代的老话剧节目单，封面字体由蒋华、严永亮创作，设计师艾藤操刀。更有收藏级《#赖声川剧作集#》等你入手！转发本微博，周一上午10点抽2人送《如梦之梦》剧本版。@微博抽奖平台 @央华戏剧#肖战[超话]# 包邮 如梦之梦 剧本          [组图共14张]      原图                     ",,无,"http://ww3.sinaimg.cn/large/621ee4c5ly1gopit0j3wpj20u016igqi.jpg,http://ww1.sinaimg.cn/large/621ee4c5ly1gopiszi2vcj20ov0hc7al.jpg,http://ww2.sinaimg.cn/large/621ee4c5ly1gopiotkdwvj21jk0xb4ol.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1gopiolizeuj21jk1jk156.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1gopiowfugdj21jk11f4qp.jpg,http://ww1.sinaimg.cn/large/621ee4c5ly1gopk48ijn8j21jk0z277a.jpg,http://ww2.sinaimg.cn/large/621ee4c5ly1gopk68ncsmj21jk10ue81.jpg,http://ww2.sinaimg.cn/large/621ee4c5ly1gopk490co7j21jk0v90wn.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1gopk4bf9zqj21hc0yy1kx.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1gopk49ehqej21ab0q2n0f.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1gopk4aqxq8j21hc0xoqq0.jpg,http://ww4.sinaimg.cn/large/621ee4c5ly1goq4engftrj20m80m8408.jpg,http://ww1.sinaimg.cn/large/621ee4c5ly1goq4emp5fbj208c08caab.jpg,http://ww3.sinaimg.cn/large/621ee4c5ly1goq4enoyvwj20m80m8jsv.jpg",False,无,无,2021-03-19 23:52,无,23,122,6
K6Y6eqSOo,"转发理由:你回来了老公#肖战#  
原始用户: 橘子港·
转发内容: “ 好 久 不 见 ”✨ 橘子港·的微博视频  ",,无,无,False,无,无,2021-03-19 23:50,无,19,13,3
K6Y28xQoc,"转发理由:我只想对他说，我会在这里等你，陪你，不离不弃。#肖战参演如梦之梦#  
原始用户: 彼时天下有蝶
转发内容: 我要开始吹逼了。从听说这个消息到今天官宣，我已经憋了好多好多的惊叹想要倾吐，但无论多少的言语都不够描述他的强大，多少都不够。歌手，电视，电影，非科班五年的演龄三个领域都能如此出彩已实属不易，但每当我觉得他已经足够惊讶的时候，都还能有更惊讶的动作出现。话剧？顶流话剧的男主角？这之前谁能想到？做梦都能笑醒的惊天好饼，修演技，丰作品，拓人脉，扩名声，广领域，破界跨界闯世界，他真的不是说说而已。但这种饼不是所有人都有机会接的。面对一个看似简单的任务，他勤勤恳恳地读完了两本书，认认真真地准备了二三十个落到实处的问题，真诚与刻苦永远是他的敲门砖，每一项工作都用心对待，每一次机会都牢牢抓住，上天只会眷顾这样有准备的孩子。但这种饼不是所有人都有能力接的。能被选为男主角，是对他演技实力的高度认可。380页厚厚一沓剧本，花费大半年的时间来准备，演技、台词、专注力、脑力、体力，全部即时性，无法重来，没有任何出错的机会，三四个小时的话剧年轻演员尚感紧张到失眠压力巨大，如梦八小时，上半场都是他来扛，这种难度完全无法想象。但这种饼更不是所有人都有勇气接的。没有流量走过这条路，流量巅峰期时间宝贵，不急功近利不割韭菜赚快钱，反而在这时期脚踏实地进修演技丰富作品，这是真的想做真演员好演员的好苗子。在当时的形势下没有被打倒，反而选择更冒险的路子用心干事业，敢想也敢做，高关注度的顶流话剧，前有8年来的优秀演员做对比，对他是多大的挑战，一丁点差错都会是巨大反噬，他就没给自己留后路，放手尽全力去做，这种真心和胆量无人能及。要提升自己贡献出好作品不做流星很多人都说过，但只有他真正地去做了。我们以为错过的2020，恶人以为把他踩到谷底的2020，其实他在为了更好的见面，练就成为更加不同凡响的肖战，这才是他的2020。他说过演戏数月的沉淀与舞台即时性的反馈都让他喜欢，那话剧则正是融合了两者，这是他的心之所向。《如梦之梦》，一定是一趟如梦般绮丽的旅程。#肖战参演如梦之梦# @X玖少年团肖战DAYTOY         [组图共3张]      原图                     ",,无,"http://ww4.sinaimg.cn/large/006HA0Hagy1gopkqpmconj31bb28cnpd.jpg,http://ww3.sinaimg.cn/large/006HA0Hagy1goplt16p4gj30u03dik9i.jpg,http://ww3.sinaimg.cn/large/006HA0Hagy1goplt0k4jpj30zo1bcgqu.jpg",False,无,无,2021-03-19 23:40,无,61,293,15
K6Y12hl0t,"转发理由:是的，让他在那个圈好好体验，我们不要去打扰。//@不二太极熊:咱在自己的地方玩儿吧//@柳桾-徒伤悲QAQ :  
原始用户: 且歌且舞且前行
转发内容: 其实我希望粉丝远离整个那啥圈，学会尊重吧。很多粉丝有善意有爱，但是缺乏对等理解的尊重。 对于尊重别人的边界感，很多粉丝掌握不好。  ",,无,无,False,无,无,2021-03-19 23:37,无,119,300,10
K6XYT3CXv,我真的没话讲了，虾爬子，眼光真踏马好。  ,,无,无,True,无,无,2021-03-19 23:32,无,449,7,64
K6XYueh1y,"转发理由:呜呜呜#肖战参演如梦之梦#  
原始用户: 心碎却着迷
转发内容: 卧槽！！另一个角度！#肖战参演如梦之梦#  心碎却着迷的微博视频  ",,无,无,False,无,无,2021-03-19 23:31,无,19,34,2
K6XYkubTK,"转发理由:我不知道说啥好了  
原始用户: -下午我在旧居烧信
转发内容: #肖战# 天生地梦  原图 ",,无,http://wx3.sinaimg.cn/large/69aa9008ly1gopnrq20q2j20w01c44qq.jpg,False,无,无,2021-03-19 23:31,无,13,16,0
