label	text_a
肖战疾冲	xz宝宝们，剧播期间一定要注重剧名tag和角色tag哦！！尤其是角色tag！！太没有这个意识了！！连花粉都比不上[允悲]（为了不引战我就不放图了）但是人家真的很重视这个，我们也要重视起来哦！
肖战我喜欢你	xz今天开始超话不抛分了，已经超千万，留意就好❗[抱一抱]多囤点，留到下周一（即周日晚上12点过后抛】
肖战最好的你	2万只虾哦❗❗❗❗肖战平安喜乐，肖战顺顺利利，肖战正能量艺人，肖战我爱你
支持肖战代言	xz📣📣宝子们商务见转一下3.8购物节快到了，真果粒，小灶和百威霸霸都有活动！真果粒付定送海报（图一）灶子付定送邮筒立牌（图二）百威魄斯送梦想成真眼罩（图三）ME3预售送肖战定制吸管（图四）roseonly四号前下单永生花系列备注送肖战立牌（图五）都可以看看哈
肖战	xzxzxzggxzxzxzggxzxzxzxzxzxz今日积分贴，诚信互捞，指路必回，求二十个兔兔@X玖少年团你战DAYTOY
肖战余生请多指教	转发理由:七夕快乐祝集美生日快乐原始用户:孤独的小迪克亚转发内容:xz“久违亦如初见亲切又新鲜”—————————————————🎊开心的日子里【已抽奖】🎊⚡在转评中随机抽3人送祖传红手幅⚡💥【时间】8.2510:05💥【要求】🎈唯粉(抽中之后会审核)🎈超话等级>6🎈关注和@肖战工作室抽奖详情运费自理所有解释全归我
肖战最好的你	xzxzxz“管他诽我谤我，问心无愧而已”-魏无羡[伤心]
肖战唐三	910万人次了！！！xz
肖战	Hello！genuineteeth……
肖战	今晚大家辛苦了，奶点点105张
肖战正能量艺人	|我希望自己在以后的路上可以更多地去释放自己的能量跟善意，对得起大家的关注跟喜欢。还有一点，是常怀一颗感恩之心——肖战
肖战	烈斑比
肖战余生请多指教	|〖肖战〗风是甜的，阳光是温暖的，你是我最最喜欢的
肖战唐三	xz大结局我来了
肖战最好的你	狼殿下肖战肖战疾冲今日夸一夸[赞]肖战清爽干净！肖战真诚随性！肖战温暖平和！肖战呆萌可爱！肖战丰神俊朗！肖战正能量艺人！肖战踏实认真！肖战积极上进！肖战乐观敬业！肖战礼貌谦逊！肖战有礼有节！肖战演技灵动自然！我喜欢肖战支持肖战影视综艺支持肖战代言一
肖战	过年好呀~过年好呀~祝福过年好
肖战	-你永远不知道，-明天和停运哪一个先来。我邮到一半的螺蛳粉，它就这样退回原路了。螺蛳粉不重要，重要是这是肖叔叔螺蛳粉。说“好”的时候，表面平静，内心翻涌。
肖战1005生日快乐	xz我最最心爱的小王子，二十九岁生日快乐。你看还有这么多人那么爱你，喜乐平安，星途坦荡。我将永远！和你站在一边xzzzxzgg
肖战1005生日快乐	小赞出道三周年快乐，你依然是肖战，最棒的赞赞！陪你永远走下去！
肖战	本肖战粉丝觉得肖战图片好帅！但是比起肖战王牌部队路透图，我还是觉得肖战工作室发的图更清晰，更适合做肖战壁纸！一边喝着真果粒和百威一边吃着开小灶一边期待肖战待播剧斗罗大陆和余生请多指教呀！肖战平安喜乐肖战顺顺利利我喜欢肖战
支持肖战代言	xz百威女王节预售活动❗看过来！真果粒【有海报赠送】
肖战余生请多指教	|打印一张你的照片放在口袋，今天我就是身藏巨款的人，你最珍贵肖战
肖战1005生日快乐	转发理由://@1005号虾虾能量客栈:感谢@腾讯视频doki对的生日祝福。愿肖战永远保持炙热和天真，永远少年。原始用户:腾讯视频doki转发内容:❤️你带着一身人间烟火气走进大众视野，感受着你对梦想的执着和对生活的温柔。你笑称自己是“娱乐圈打工仔”，对待每一个角色、每一次舞台，都付出百分百的热情和努力。许多人爱你这般的勇敢和执着，你走过的痕迹，变成了无数人生命中的光点。逆风的方向，更适合飞翔，愿你永远保持炙热和天真，永远少年。
肖战斗罗大陆	今天很不错，还有谁没做的吗？再花十秒送三朵小花花给大帅哥送花链接做完了继续追剧继续炖鹅xz
肖战最好的你	xz提前来求个互动，越多越好，感谢家人们
肖战	这位弟弟成年了吗未成年不要出来乱跑好吗？很危险的
肖战	每天的乐趣源自于我担
肖战我们的歌	转发理由:手咋了宝贝要照顾好自己呀原始用户:SeanOfMiracle·肖战转发内容:|191028我们的歌发布会珍惜拥有Love‘sbeautifulSobeautiful//
肖战	恭喜你触发虾圈宸王妃开关，给我们墨染王爷应有的排面古言小说男主北堂墨染💞💞💞💞芳心狙击北堂墨染🌸🌸🌸🌸🌸半壁江山北堂墨染🍒🍒🍒🍒永不退休北堂墨染♥️♥️♥️♥️圈粉大拿北堂墨染💖💖💖💖我男朋友北堂墨染
向全世界安利肖战	xz甜有100种方式，吃糖，蛋糕，还有每天98次的想你。求积分【可关注】@澈澈爱肖肖@梅子兮儿@仍未知道那天看见的花的名字@Yan燕呢儿@错错DAYTOY@宝藏男孩肖兔兔呀@打破伪装@cangxing罡斩@但适俗韵@兔毛呆桃DAYTOY@战在肖的心上
苏战	嫁给我吧
肖战	xz还有谁没做的吗？🆘🆘打卡扩散冲冲冲
肖战最好的你	xz被楼了好多好多，听说还被拉黑了，踢踢我小莫好好看
肖战唐三	这下可真是万物皆可斗罗体
肖战	宝贝是12pro，我要不要再去买个同款手机呢
电视剧斗罗大陆	转发理由://@1005号虾虾能量客栈:三哥说：“伙伴是用来尊重的！”原始用户:电视剧斗罗大陆转发内容:【】我们是互相尊重、相互支持、有情有义的团队。
早安	早安人间蹉跎，你是唯一值得💫
肖战我喜欢你	愿你眼里有光心中有太阳前路坦荡再无风霜顺顺利利[心]xz
肖战	转发理由://@1005号虾虾能量客栈:今日份金句get，又温暖又理智的三哥原始用户:肖战工作室转发内容:【三】言良语热血也理智，强势且温柔。三哥今日金句已送达
肖战最好的你	肖战疾冲狼殿下肖战肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正
肖战最好的你	[心]xz【指路回唯，不回主超链接】初见时正值盛夏，一曲《陈情令》着一袭墨衣，红绸挽发，撩我心弦；适逢金秋，与他相约《余生请多指教》；随冬日初雪，与他共《庆余年》；举杯共饮，浊酒『百威』共话新春之歌。肖战我喜欢你我喜欢肖战图片cr.logo
肖战斗罗大陆	xz5.17积分贴，求兔兔，指路回（主超不回）
肖战	我好喜欢肖战啊
肖战	点点今天100万张惹
肖战	转发理由://@染染的宸王大妃:小灶子是新品吗@开小灶官方微博原始用户:开小灶官方微博转发内容:“听戏听腔，吃面吃汤”，牛肉面的灵魂莫过于这打底的“汤”了，直径一米的大锅，搭上放置各种作料的木板，牛骨、牛油、黄牛肉慢熬成汤，红油裹挟着作料香，光闻着就饿了~
肖战斗罗大陆	xz📣📣见扩见顶，所有人都不要划过❗️❗️1.哥哥绿洲，还有人没点赞的吗？2.花十秒做一下寻权3.再花十秒送三朵小花花给大帅哥送花链接非常非常简单，不要拖，很多人想拖到晚上做最后就忘记啦4.做完了继续追剧继续炖鹅[牛牛哒]
肖战余生请多指教	肖战余生请多指教肖战斗罗大陆自信从容，帅气温柔，依然是肖战！时光流转，璀璨焦点仍是他。青年演员肖战未来可期！支持肖战影视综艺，支持肖战代言，我喜欢肖战❤
肖战	本较好用户哭了又是没涨分的一个月
肖战	工友你好
肖战余生请多指教	他曾携秋水过星河，讲热忱赠予余生一个我
肖战	遇见你开始眉眼弯弯，星河皆你✨春风十里不如你，梦里梦外都是你❤xz
肖战	我和
肖战	给我笑的哈哈哈哈太实用了
肖战为你开小灶	开小灶火锅疯狂安利😋口味：好吃到词穷无法用言语表达🍭外观：看照片就知道颜值天花板🌟亮点：翅尖，鹌鹑，土豆片，海带，酱料……无一不是亮点💣槽点：太好吃了，想天天都能吃到开小灶火锅允许我吃了几口，才舍得拍照
肖战	肖战好帅肖战好帅我觉得肖战好帅肖战又高又帅肖战唱歌好听肖战作品好看期待肖战余生请多指教期待肖战顾魏期待肖战斗罗大陆期待肖战唐三理智支持肖战代言理智支持肖战影视综艺肖战天天开心（🐑号）。
肖战最好的你	xz一路撒着星，靠近你
肖战	转发理由://@肖战影音会官微:[酷]我们凡尔三只凭实（yan）力（zhi）说话！[加油]原始用户:肖战工作室转发内容:斗罗【三】事凡学虽迟但到，三哥：“没有啦没有啦，我也就一般优秀啦”
肖战余生请多指教	肖战肌肉线条肖战余生请多直接今晚你丑到我了我差点就瞎了,我现在用帅哥洗洗眼睛
肖战	必须记录一下！本🦐终于吃到小灶的火锅了
肖战斗罗大陆	最后二十分钟！寻艺，明权，超话🐔分！查缺补漏，打卡转发扩散！xz
肖战余生请多指教	xz肖战清爽干净！肖战真诚随性！肖战温暖平和！肖战呆萌可爱！肖战丰神俊朗！肖战酷帅无比！肖战正能量艺人！肖踏实认真！肖战积极上进！肖战乐观敬业！肖战礼貌谦逊！肖战有礼有节！肖战演技灵动自然！朴实动人！
肖战余生请多指教	xz集美们，我呼吁一下，能不能不要等到周末才奋起评论，平时也要积累，别家可压着🔥呢，这周来势肯定凶猛，集美们，勤快点，评论，动起来！今天求评论都要平均半小时，想想前天，才一分钟，多省时间，另外29分钟，9分钟可以帮别人评价，20分钟休息考古，fighting[加油][加油][加油][加油][加油][加油]
肖战斗罗大陆	xz🌈-ʜєʟʟɵ♥️𝘿𝙚𝙘𝙚𝙢𝙗𝙚𝙧✨ⓛⓤⓒⓚ𝟏𝟐月の好运要不了多久圣诞雪花新年烟火🎇这些美好与温柔都会如约而至给你
肖战斗罗大陆	xz我喜欢你就像是烟火升空，会在心里每一个小地方，都绽放小小的烟花，在心里噼里啪啦的炸开今日兔贴，指路回cr水印
肖战余生请多指教	[心]肖战清爽干净！肖战真诚随性！肖战温暖平和！肖战呆萌可爱！肖战丰神俊朗！肖战酷帅无比！肖战正能量艺人！肖战踏实认真！
苏战	看着看着，睡不着了…[思考]肖战优秀期待肖战斗罗大陆唐三余生请多指教
肖战	xz河北分数线出来啦祝超话里今年高考的虾虾～都能取得好成绩去一个喜欢的大学鸭你们有锦鲤小肖战在呢～xzxzgg
肖战最好的你	xz肖战正能量艺人，肖战带领粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引领粉丝越来越优秀，肖战是根正苗红的好艺人！我喜欢肖战！
肖战我喜欢你	xz看一组数据对比……各平台带大名，大名❗正能量偶像肖战肖战优秀艺人
肖战余生请多指教	xz机会来了。你能不能抓得住，其实就靠平时的积累-肖战
肖战	转发理由:我们哥哥真的棒！加油，未来也要一直走花路～原始用户:Vlinkage转发内容:【寻艺指数】08月20日(电视剧演员)Top20榜单：,,,排名前3位，,,,分列4、5、6位.
肖战余生请多指教	〖肖战〗你是闪耀的星星，你是温柔的夜风，你是皎洁的月光，所有的美好不全是你，但所有的你皆美好。你是此生最美的风景
肖战	宝宝们签到了吗忘记了的赶紧哦不会的看这里寻艺明权和送花盖楼
苏战	《我见皇叔多妩媚》｜四｜“北堂玥，收收你那点儿小心思，十个言冰云绑一起也未必扳得倒我。”北堂墨染负手，走到她身边，轻轻抬了抬她精巧的下颚。“阿玥，你要仰仗他不如仰仗我，你哄我开心，我说不定还能帮你坐稳这江山。”“北堂墨染，你不要脸，你你你，你罔顾敦伦！”【更新合集】我见皇叔多妩媚xz肖战北堂墨染古言
肖战	转发理由:今天是肖三岁//@肖战全球后援会:Daytoy又有新的玩具了嘛！天天有玩具天天开心！原始用户:时尚COSMO转发内容:【COSMOCamera】汽车人！变形！出发！出品人：李晓娟总监制：于梦菡摄影：刘国琨@MR_GK策划与执行：高群、王奕文、林莹道具：李鲁钰设计：宋博轩
肖战	大家平安夜快乐，寒冷的冬天要喝暖暖的小鹿茶~评论中揪一个人送一张小鹿茶饮品券，下午2点开，大家都去喝小鹿茶过平安夜啊~(禁cp粉谢谢)抽奖详情
肖战斗罗大陆	|〖肖战〗愿你所有的幸运，都能不期而遇，也愿你所有的美好，都能如期而至，不念过去，不畏将来，如此安好
肖战斗罗大陆	xz宝贝们，晚上好，📣擦干眼泪干活了❗️❗️花十秒做一下寻权再花十秒送三朵小花花给大帅哥送花链接再去贴吧给小赞盖一栋大别墅[抱一抱]非常非常简单，不要拖，很多人想拖到后面做最后就忘记啦做完了继续追剧继续炖鹅
